order_id,customer_id,order_date,payment_method,order_status,shipping_address
985,1162,2023-06-10 22:04:25,Bank Transfer,Delivered,"7599 Sunset Blvd, Glasgow, United Kingdom"
986,767,2024-02-07 06:27:17,credit card,Delivered,"4344 Maple Ln, Turin, Italy"
987,1086,2024-12-03 06:22:08,Bank Transfer,Delivered,"4629 Queen Blvd, Lyon, France"
988,1114,2024-09-05 03:47:36,credit card,Delivered,"6185 Main Ln, Amsterdam, Netherlands"
989,768,2022-05-09 13:13:09,credit card,Delivered,"8982 Sunset Ln, Rome, Italy"
990,1139,2022-08-03 13:46:43,PayPal,Delivered,"1301 Maple Ln, Manchester, United Kingdom"
991,681,2024-05-02 05:21:33,credit card,Delivered,"1948 Park Blvd, Manchester, United Kingdom"
992,1002,2023-05-12 19:38:59,Apple Pay,Delivered,"2243 Oak Ave, New York, United States"
993,313,2024-03-28 01:42:26,credit card,Delivered,"9287 Main Ln, Wroclaw, Poland"
994,1092,2023-07-27 10:07:18,Apple Pay,Delivered,"1359 Willow Dr, Los Angeles, United States"
995,1096,2023-02-11 07:24:34,Apple Pay,Delivered,"3657 Station Ln, Manchester, United Kingdom"
996,1019,2023-05-22 04:34:25,credit card,Delivered,"308 Cedar Ln, New York, United States"
997,1052,2022-05-14 02:04:09,Bank Transfer,Delivered,"1451 Park Blvd, Houston, United States"
998,676,2022-01-29 21:01:43,credit card,Delivered,"7367 Lake Rd, Dresden, Germany"
999,909,2022-10-12 08:01:39,Apple Pay,Delivered,"2124 High Rd, Houston, United States"
1000,1132,2023-08-12 12:21:19,credit card,Delivered,"4883 Main Way, Hamburg, Germany"
1001,520,2022-10-05 19:34:54,PayPal,Delivered,"2843 King Pl, Wroclaw, Poland"
1002,378,2022-09-18 02:32:04,credit card,Delivered,"1665 Garden Blvd, Los Angeles, United States"
1003,1096,2023-08-25 10:33:16,credit card,Delivered,"6374 Lake Ave, Frankfurt, Germany"
1004,418,2024-08-22 02:01:28,credit card,Cancelled,"3949 Station Pl, Madrid, Spain"
1005,988,2022-02-26 06:49:04,credit card,Delivered,"9587 Station Way, Lodz, Poland"
1006,1148,2023-07-17 23:47:38,Bank Transfer,Delivered,"4073 Pine Ave, Los Angeles, United States"
1007,727,2023-01-28 13:59:08,PayPal,Delivered,"3635 Oak Blvd, Seattle, United States"
1008,691,2023-12-12 14:09:07,PayPal,Delivered,"215 Garden Rd, Warsaw, Poland"
1009,1090,2023-07-08 04:03:11,credit card,Delivered,"3073 Willow Way, Liverpool, United Kingdom"
1010,260,2023-03-26 03:51:59,credit card,Delivered,"4473 Station Pl, Houston, United States"
1011,253,2024-04-13 16:14:15,credit card,Delivered,"2460 Cedar Blvd, Berlin, Germany"
1012,879,2023-01-10 21:30:10,Bank Transfer,Delivered,"3707 High Ave, Krakow, Poland"
1013,737,2022-10-18 20:33:40,Apple Pay,Delivered,"1207 Station Pl, Phoenix, United States"
1014,1047,2024-09-03 03:58:23,credit card,Delivered,"8602 Oak Pl, Munich, Germany"
1015,1187,2022-10-18 01:39:18,credit card,Delivered,"3470 Elm Dr, Chicago, United States"
1016,264,2022-04-03 18:34:08,credit card,Delivered,"8408 Main St, Madrid, Spain"
1017,811,2023-07-22 18:19:10,PayPal,Delivered,"4848 Garden Pl, Krakow, Poland"
1018,785,2022-01-16 04:04:06,PayPal,Delivered,"349 River St, Leeds, United Kingdom"
1019,903,2024-05-24 07:00:12,Bank Transfer,Delivered,"3652 Queen Ln, Leeds, United Kingdom"
1020,370,2024-08-07 10:38:03,credit card,Delivered,"2879 Maple Blvd, Seattle, United States"
1021,472,2023-11-09 02:24:23,Bank Transfer,Delivered,"4750 Pine St, Munich, Germany"
1022,1088,2024-09-08 05:40:23,PayPal,Cancelled,"3995 King Way, Liverpool, United Kingdom"
1023,898,2023-02-09 17:15:17,credit card,Delivered,"3 Pine St, Gdansk, Poland"
1024,734,2023-12-17 23:28:59,PayPal,Cancelled,"1118 Pine Pl, Warsaw, Poland"
1025,590,2022-11-17 12:02:29,credit card,Delivered,"9275 Oak Ln, Chicago, United States"
1026,1139,2022-01-16 09:37:37,credit card,Delivered,"6884 King Rd, Poznan, Poland"
1027,892,2023-11-22 19:01:07,Apple Pay,Delivered,"1518 Elm Dr, Lodz, Poland"
1028,526,2023-07-04 07:08:03,credit card,Delivered,"4847 Park Dr, Munich, Germany"
1029,307,2024-08-13 08:38:56,Bank Transfer,Delivered,"3580 Main Dr, Lodz, Poland"
1030,1046,2024-04-14 14:27:27,PayPal,Delivered,"2380 Queen Ave, Gdansk, Poland"
1031,361,2023-02-20 07:33:19,credit card,Delivered,"9205 Garden Rd, Frankfurt, Germany"
1032,1013,2022-10-18 15:14:07,PayPal,Delivered,"4265 Park Ave, Gdansk, Poland"
1033,651,2023-09-06 20:59:41,PayPal,Delivered,"2824 Willow Dr, Nice, France"
1034,405,2022-09-07 23:05:39,credit card,Cancelled,"849 Station Rd, Wroclaw, Poland"
1035,789,2024-06-28 12:58:02,credit card,Delivered,"9897 Lake St, Toulouse, France"
1036,215,2024-08-20 02:44:58,credit card,Delivered,"5037 Maple Ln, Munich, Germany"
1037,526,2023-06-01 15:27:11,credit card,Delivered,"206 Main Dr, Chicago, United States"
1038,807,2022-09-28 19:51:22,credit card,Delivered,"521 Garden Dr, Wroclaw, Poland"
1039,858,2024-06-13 14:50:27,credit card,Delivered,"3577 Lake Blvd, Bologna, Italy"
1040,201,2024-02-11 14:29:52,credit card,Delivered,"5114 Main Way, Paris, France"
1041,209,2024-02-11 23:08:31,Apple Pay,Cancelled,"6259 Elm Ln, Lodz, Poland"
1042,633,2024-08-19 10:53:08,credit card,Delivered,"6808 Birch Ave, Wroclaw, Poland"
1043,324,2022-03-09 04:35:33,Bank Transfer,Delivered,"2135 Oak Dr, Houston, United States"
1044,280,2022-03-05 20:22:32,PayPal,Delivered,"4839 Maple Blvd, Florence, Italy"
1045,684,2024-09-08 09:42:32,PayPal,Delivered,"2476 Birch Ave, Glasgow, United Kingdom"
1046,851,2024-06-21 16:55:54,credit card,Delivered,"5818 Cedar St, London, United Kingdom"
1047,1037,2022-06-14 06:28:32,Apple Pay,Delivered,"4546 Main St, Berlin, Germany"
1048,349,2024-10-15 01:28:11,PayPal,Delivered,"7794 Lake St, Frankfurt, Germany"
1049,999,2024-07-27 12:35:04,Bank Transfer,Delivered,"786 Queen Pl, Hamburg, Germany"
1050,1072,2023-01-30 13:39:56,credit card,Delivered,"8144 Lake Blvd, Cologne, Germany"
1051,539,2023-07-11 16:04:23,credit card,Delivered,"7709 Oak Rd, Poznan, Poland"
1052,328,2022-06-15 15:27:11,PayPal,Delivered,"4098 Station Ln, Warsaw, Poland"
1053,637,2023-08-16 23:51:45,credit card,Delivered,"5198 Lake Way, New York, United States"
1054,950,2023-08-26 19:18:20,credit card,Delivered,"2158 Sunset Blvd, Houston, United States"
1055,700,2024-12-22 18:44:10,credit card,Delivered,"8871 River Rd, Cologne, Germany"
1056,257,2023-12-27 18:32:00,PayPal,Delivered,"3529 Station Blvd, Barcelona, Spain"
1057,397,2023-08-04 10:14:24,Apple Pay,Delivered,"3560 King Ln, Dresden, Germany"
1058,410,2022-12-07 14:59:23,credit card,Delivered,"8135 Hill St, Frankfurt, Germany"
1059,1113,2022-08-13 12:05:25,Bank Transfer,Delivered,"8563 Garden Rd, Toulouse, France"
1060,1101,2022-11-19 21:54:48,PayPal,Delivered,"2938 King Pl, Lyon, France"
1061,244,2024-04-04 15:13:08,credit card,Delivered,"8173 Oak Way, Valencia, Spain"
1062,296,2022-11-03 08:26:34,Apple Pay,Delivered,"8139 Queen Way, Warsaw, Poland"
1063,478,2022-11-16 05:40:31,Apple Pay,Delivered,"5142 King Dr, Poznan, Poland"
1064,734,2024-09-09 08:57:53,Bank Transfer,Delivered,"722 Elm Ln, Seattle, United States"
1065,609,2023-08-17 15:29:04,credit card,Delivered,"924 Queen Rd, Hamburg, Germany"
1066,660,2024-12-03 09:43:46,PayPal,Delivered,"5392 Garden Pl, Poznan, Poland"
1067,590,2024-12-24 23:43:56,credit card,Delivered,"7658 Lake Blvd, Phoenix, United States"
1068,1046,2023-08-09 13:56:18,credit card,Delivered,"836 River Rd, Cologne, Germany"
1069,243,2023-09-17 13:39:05,credit card,Delivered,"2494 Main St, Munich, Germany"
1070,226,2024-03-11 08:40:25,Bank Transfer,Cancelled,"2980 Garden Dr, Frankfurt, Germany"
1071,993,2023-08-09 01:30:15,Apple Pay,Delivered,"2425 King Rd, Lodz, Poland"
1072,296,2024-09-10 18:00:50,credit card,Delivered,"4522 Queen Blvd, Gdansk, Poland"
1073,1174,2024-10-12 16:41:53,credit card,Cancelled,"2377 Hill Blvd, Liverpool, United Kingdom"
1074,747,2022-09-20 06:22:41,Apple Pay,Delivered,"454 Sunset Ave, Frankfurt, Germany"
1075,820,2024-05-31 06:57:56,credit card,Delivered,"3460 Main Way, Malaga, Spain"
1076,766,2022-01-03 04:04:46,PayPal,Delivered,"3548 Pine Blvd, Lodz, Poland"
1077,903,2023-02-12 05:06:54,credit card,Delivered,"1149 Oak Ln, Barcelona, Spain"
1078,418,2023-01-17 19:59:13,credit card,Delivered,"523 Queen St, London, United Kingdom"
1079,384,2023-11-28 03:23:36,Apple Pay,Delivered,"4578 Pine Blvd, Frankfurt, Germany"
1080,268,2022-07-13 09:20:38,credit card,Cancelled,"122 Garden Blvd, Hamburg, Germany"
1081,1028,2022-01-21 01:29:51,credit card,Delivered,"3619 High Blvd, Berlin, Germany"
1082,329,2024-12-08 05:41:18,credit card,Delivered,"6631 Sunset Ln, Liverpool, United Kingdom"
1083,766,2022-10-20 08:48:46,Apple Pay,Delivered,"3723 Maple Blvd, Berlin, Germany"
1084,1089,2023-03-12 12:42:53,Apple Pay,Delivered,"3084 Birch Ave, Houston, United States"
1085,808,2022-02-03 21:43:06,credit card,Delivered,"5931 High Blvd, Leeds, United Kingdom"
1086,1047,2023-12-26 09:56:04,credit card,Delivered,"6724 Birch Dr, Phoenix, United States"
1087,798,2023-10-19 15:10:39,PayPal,Delivered,"4814 Lake Way, Chicago, United States"
1088,1005,2022-07-25 06:28:37,credit card,Delivered,"3308 River Dr, Cologne, Germany"
1089,830,2023-01-25 03:59:11,PayPal,Delivered,"3643 Main Way, Malaga, Spain"
1090,919,2023-06-27 05:33:39,credit card,Delivered,"2818 River Ln, Lyon, France"
1091,533,2023-11-05 06:18:04,credit card,Delivered,"7422 Park Pl, Rotterdam, Netherlands"
1092,1124,2023-02-04 11:31:27,PayPal,Delivered,"7048 Main Ave, Lodz, Poland"
1093,353,2024-08-19 17:41:31,credit card,Delivered,"9677 High Way, Madrid, Spain"
1094,746,2024-09-22 16:40:04,Apple Pay,Delivered,"8469 Birch Way, Malaga, Spain"
1095,278,2022-05-03 18:43:11,credit card,Delivered,"5589 Sunset Dr, New York, United States"
1096,778,2022-01-27 12:40:56,credit card,Delivered,"7388 Oak Blvd, London, United Kingdom"
1097,1054,2022-04-09 22:19:56,Apple Pay,Delivered,"9441 Elm St, Rotterdam, Netherlands"
1098,612,2024-05-09 03:53:43,credit card,Delivered,"9317 Hill Dr, Eindhoven, Netherlands"
1099,745,2024-09-28 03:12:55,PayPal,Delivered,"9850 River Rd, Seattle, United States"
1100,808,2022-06-17 04:18:12,credit card,Delivered,"9946 Birch Way, Cologne, Germany"
1101,368,2022-02-18 23:56:24,PayPal,Delivered,"3403 Lake Dr, Bilbao, Spain"
1102,880,2023-06-20 05:26:26,PayPal,Delivered,"4333 Lake Pl, Gdansk, Poland"
1103,862,2022-06-05 05:34:26,credit card,Delivered,"8944 Garden Way, Munich, Germany"
1104,782,2022-06-25 20:35:44,Bank Transfer,Delivered,"165 Hill Pl, Amsterdam, Netherlands"
1105,714,2023-10-30 19:58:48,PayPal,Delivered,"6990 High Pl, Valencia, Spain"
1106,513,2024-01-01 02:46:03,credit card,Delivered,"9885 Willow Way, Rome, Italy"
1107,231,2024-10-19 09:59:36,PayPal,Delivered,"1957 Willow Rd, Chicago, United States"
1108,486,2022-05-26 21:04:40,PayPal,Delivered,"3861 Garden Pl, Birmingham, United Kingdom"
1109,793,2024-07-29 16:38:52,credit card,Delivered,"2776 Willow St, Eindhoven, Netherlands"
1110,242,2022-02-03 06:09:42,credit card,Delivered,"1769 Station St, Frankfurt, Germany"
1111,1102,2023-12-16 23:55:06,credit card,Cancelled,"6227 Pine St, Nice, France"
1112,816,2024-09-13 23:50:59,credit card,Delivered,"6622 Maple Dr, London, United Kingdom"
1113,200,2023-04-28 06:22:36,Bank Transfer,Cancelled,"783 Elm Blvd, Munich, Germany"
1114,772,2023-04-16 20:41:52,credit card,Delivered,"7821 Pine Rd, Poznan, Poland"
1115,469,2023-10-13 06:23:29,Apple Pay,Delivered,"9147 Maple Blvd, Munich, Germany"
1116,379,2023-07-20 03:19:09,credit card,Delivered,"9852 Station Pl, London, United Kingdom"
1117,935,2024-01-09 01:30:42,credit card,Delivered,"141 Park St, Krakow, Poland"
1118,717,2023-07-06 20:11:57,Bank Transfer,Delivered,"720 High Pl, Birmingham, United Kingdom"
1119,302,2023-01-22 19:55:46,PayPal,Delivered,"1651 Maple St, Chicago, United States"
1120,209,2023-09-19 04:37:42,PayPal,Delivered,"7886 Garden Dr, Paris, France"
1121,782,2024-02-25 08:42:14,credit card,Delivered,"3574 Maple St, Krakow, Poland"
1122,289,2023-12-04 00:05:49,credit card,Delivered,"1016 Station Ln, Los Angeles, United States"
1123,425,2023-06-20 18:31:13,credit card,Delivered,"4384 Garden Ln, Warsaw, Poland"
1124,869,2022-07-06 06:35:40,Apple Pay,Delivered,"8535 Maple Dr, Poznan, Poland"
1125,939,2024-08-01 03:16:25,credit card,Delivered,"6293 Willow Ave, Wroclaw, Poland"
1126,1116,2023-09-15 13:59:52,Apple Pay,Delivered,"6354 Cedar Rd, Phoenix, United States"
1127,325,2022-10-06 08:24:44,PayPal,Delivered,"9168 Lake Blvd, Lodz, Poland"
1128,1155,2024-09-30 15:49:35,credit card,Delivered,"3121 Station Ln, Wroclaw, Poland"
1129,408,2024-01-17 05:54:48,PayPal,Delivered,"1824 Park Ln, Krakow, Poland"
1130,296,2022-02-09 16:46:25,Bank Transfer,Delivered,"4427 Queen Ave, Naples, Italy"
1131,273,2023-08-21 17:17:42,Apple Pay,Delivered,"11 Park Dr, Naples, Italy"
1132,826,2023-09-23 23:42:55,credit card,Delivered,"4605 Main Blvd, Krakow, Poland"
1133,390,2023-02-25 22:25:00,credit card,Delivered,"9661 Lake Ln, Hamburg, Germany"
1134,881,2022-10-24 13:32:05,credit card,Delivered,"9306 Pine St, Naples, Italy"
1135,1018,2022-03-23 16:36:15,credit card,Delivered,"8814 Pine Dr, Warsaw, Poland"
1136,1159,2024-01-26 06:59:28,PayPal,Delivered,"901 Queen Dr, Poznan, Poland"
1137,915,2023-12-26 08:01:26,Apple Pay,Delivered,"3748 Garden Pl, Krakow, Poland"
1138,255,2023-09-22 01:03:31,credit card,Delivered,"1472 Oak St, Rotterdam, Netherlands"
1139,919,2024-01-05 07:45:52,PayPal,Delivered,"6862 Willow Ave, Toulouse, France"
1140,752,2022-12-19 10:00:40,PayPal,Delivered,"3104 High Dr, Gdansk, Poland"
1141,231,2023-04-29 15:34:15,credit card,Delivered,"8519 Sunset Ave, Gdansk, Poland"
1142,726,2024-09-23 19:49:05,credit card,Cancelled,"74 Station St, The Hague, Netherlands"
1143,773,2024-02-08 23:55:38,PayPal,Delivered,"251 Lake Blvd, Glasgow, United Kingdom"
1144,866,2023-06-19 04:00:21,Apple Pay,Delivered,"2498 High Ln, Chicago, United States"
1145,483,2022-12-04 02:30:02,PayPal,Delivered,"4629 Oak Ave, Dresden, Germany"
1146,920,2022-04-30 18:19:38,credit card,Delivered,"8488 Hill St, Marseille, France"
1147,1031,2022-06-14 16:29:04,credit card,Delivered,"298 Willow Way, Gdansk, Poland"
1148,693,2022-04-27 22:49:47,credit card,Delivered,"8494 Maple Blvd, Toulouse, France"
1149,386,2024-03-27 08:21:08,PayPal,Delivered,"8777 Elm Dr, Berlin, Germany"
1150,697,2023-10-15 23:10:04,Bank Transfer,Delivered,"6518 Pine Ln, Poznan, Poland"
1151,641,2022-05-07 03:05:02,credit card,Delivered,"1635 Willow Blvd, Liverpool, United Kingdom"
1152,329,2023-02-14 16:59:40,Bank Transfer,Delivered,"5006 Queen Way, Malaga, Spain"
1153,838,2022-01-09 19:04:08,PayPal,Delivered,"6030 Queen Rd, Munich, Germany"
1154,491,2024-05-08 21:39:06,PayPal,Cancelled,"8245 Pine Way, Gdansk, Poland"
1155,313,2022-11-04 13:58:21,Apple Pay,Delivered,"5616 Oak Ave, Birmingham, United Kingdom"
1156,398,2022-12-20 12:24:38,credit card,Delivered,"2845 King Blvd, New York, United States"
1157,212,2023-01-05 19:39:02,Apple Pay,Delivered,"5624 Pine Way, Marseille, France"
1158,470,2024-06-01 23:41:56,credit card,Delivered,"4591 Queen Way, Glasgow, United Kingdom"
1159,800,2022-01-18 19:32:32,credit card,Delivered,"4949 Maple Ln, Lodz, Poland"
1160,414,2022-07-23 17:10:53,Apple Pay,Delivered,"5191 Main Pl, Chicago, United States"
1161,643,2023-11-16 04:17:12,Apple Pay,Delivered,"7885 Lake Way, Berlin, Germany"
1162,989,2024-01-15 05:45:41,PayPal,Delivered,"6333 Garden Dr, Naples, Italy"
1163,711,2022-01-10 17:46:58,PayPal,Delivered,"663 King Rd, Glasgow, United Kingdom"
1164,646,2024-06-03 22:40:15,PayPal,Delivered,"8200 Queen Ave, Leeds, United Kingdom"
1165,1185,2023-01-21 02:13:40,Bank Transfer,Delivered,"6476 River Blvd, Munich, Germany"
1166,1192,2022-09-21 12:34:09,credit card,Delivered,"3088 Pine Ave, Berlin, Germany"
1167,914,2023-03-20 02:19:16,Bank Transfer,Delivered,"4762 Hill Rd, Manchester, United Kingdom"
1168,273,2024-01-10 15:07:56,credit card,Delivered,"669 Queen Rd, Munich, Germany"
1169,736,2024-09-09 21:17:00,credit card,Delivered,"9478 Queen Way, Bologna, Italy"
1170,300,2024-07-01 17:25:51,credit card,Delivered,"3621 Park Ave, Manchester, United Kingdom"
1171,375,2023-05-01 04:35:58,PayPal,Shipped,"161 Pine St, Munich, Germany"
1172,626,2023-01-25 13:17:33,Apple Pay,Delivered,"6461 River Pl, Warsaw, Poland"
1173,316,2022-10-04 03:19:35,PayPal,Delivered,"18 Park Ln, Houston, United States"
1174,365,2024-05-23 19:34:41,Apple Pay,Delivered,"2534 Cedar Rd, Gdansk, Poland"
1175,240,2024-05-26 09:12:23,credit card,Delivered,"6511 Pine Rd, Manchester, United Kingdom"
1176,628,2023-09-19 14:24:35,PayPal,Delivered,"4447 King Pl, Liverpool, United Kingdom"
1177,543,2024-02-04 09:34:17,Bank Transfer,Delivered,"5555 Garden Dr, Hamburg, Germany"
1178,623,2023-05-29 21:52:04,PayPal,Cancelled,"2919 Cedar St, Nantes, France"
1179,565,2023-07-04 23:05:48,PayPal,Cancelled,"9246 Pine Way, Chicago, United States"
1180,319,2024-04-20 01:38:08,PayPal,Delivered,"316 Garden Ave, Rotterdam, Netherlands"
1181,808,2022-01-03 12:03:14,Apple Pay,Delivered,"4833 Sunset Dr, Glasgow, United Kingdom"
1182,856,2024-03-16 03:02:26,Bank Transfer,Delivered,"2212 Maple Ln, Birmingham, United Kingdom"
1183,927,2024-05-01 15:48:51,credit card,Delivered,"7070 King Dr, Frankfurt, Germany"
1184,428,2024-11-17 12:31:30,Bank Transfer,Delivered,"8512 Pine Blvd, Cologne, Germany"
1185,1024,2023-11-11 17:14:15,credit card,Delivered,"5134 Station Rd, Gdansk, Poland"
1186,329,2024-11-03 12:53:22,credit card,Delivered,"6423 Queen Rd, New York, United States"
1187,551,2024-06-18 05:28:06,Apple Pay,Delivered,"4528 Elm Ln, Dresden, Germany"
1188,1088,2023-10-16 12:23:06,credit card,Delivered,"2716 River Ln, Leeds, United Kingdom"
1189,517,2022-01-12 23:13:43,Bank Transfer,Cancelled,"8826 High Rd, Cologne, Germany"
1190,1183,2022-12-16 00:43:08,credit card,Cancelled,"9898 Pine Rd, Phoenix, United States"
1191,848,2023-05-06 00:09:45,credit card,Delivered,"6666 King Ln, Manchester, United Kingdom"
1192,1035,2024-09-01 09:14:03,credit card,Delivered,"7108 King Ln, Liverpool, United Kingdom"
1193,536,2022-10-31 11:43:52,credit card,Shipped,"5133 High Ave, Rome, Italy"
1194,472,2024-04-01 06:34:06,Bank Transfer,Delivered,"8865 Park Ln, New York, United States"
1195,316,2022-11-28 03:42:10,credit card,Delivered,"8663 Lake Pl, Frankfurt, Germany"
1196,1017,2023-01-07 08:17:06,credit card,Delivered,"6783 Birch Pl, Glasgow, United Kingdom"
1197,567,2024-09-16 00:15:38,credit card,Delivered,"2608 Cedar Rd, Leeds, United Kingdom"
1198,293,2022-04-02 15:53:04,credit card,Delivered,"3333 River St, Nice, France"
1199,367,2024-12-23 06:54:32,Bank Transfer,Delivered,"4698 Queen Way, Barcelona, Spain"
1200,1153,2023-02-11 14:53:38,credit card,Cancelled,"9575 Queen Way, Cologne, Germany"
1201,914,2022-02-21 18:50:20,PayPal,Delivered,"6746 Main Way, Seville, Spain"
1202,540,2022-04-12 02:54:17,Apple Pay,Delivered,"5635 King Rd, Wroclaw, Poland"
1203,860,2022-01-12 09:57:55,PayPal,Delivered,"6261 River Way, Paris, France"
1204,1113,2023-12-30 05:32:16,Bank Transfer,Delivered,"1186 Birch Pl, Dresden, Germany"
1205,894,2022-11-06 22:56:04,credit card,Delivered,"6996 Sunset Rd, Dresden, Germany"
1206,1124,2022-02-09 06:47:00,credit card,Delivered,"6110 Queen Way, Madrid, Spain"
1207,351,2022-04-25 03:04:45,Apple Pay,Delivered,"6442 River Pl, Leeds, United Kingdom"
1208,785,2024-09-07 06:51:06,PayPal,Delivered,"916 Lake Way, Rotterdam, Netherlands"
1209,1076,2023-07-28 15:19:41,PayPal,Delivered,"7465 Queen Ln, Gdansk, Poland"
1210,1112,2022-12-31 06:08:39,PayPal,Delivered,"1618 Queen Way, Leeds, United Kingdom"
1211,473,2024-06-09 08:26:43,credit card,Delivered,"9876 Cedar Blvd, Nice, France"
1212,753,2023-12-24 14:59:50,credit card,Delivered,"2426 Garden Rd, Lodz, Poland"
1213,695,2022-11-21 09:07:01,Bank Transfer,Delivered,"426 Garden St, Gdansk, Poland"
1214,923,2023-08-22 03:35:31,PayPal,Delivered,"1788 Main Blvd, Warsaw, Poland"
1215,300,2023-06-20 08:12:13,credit card,Delivered,"2585 Main Ln, Amsterdam, Netherlands"
1216,756,2022-11-01 16:24:50,Apple Pay,Delivered,"4649 Pine Dr, Marseille, France"
1217,281,2024-02-28 02:01:02,credit card,Delivered,"169 High Rd, Dresden, Germany"
1218,728,2022-04-19 04:42:28,credit card,Delivered,"515 River Blvd, Lodz, Poland"
1219,272,2023-12-07 08:09:48,Apple Pay,Delivered,"3436 Hill Rd, Poznan, Poland"
1220,213,2024-06-29 17:04:59,Bank Transfer,Delivered,"4526 King Dr, London, United Kingdom"
1221,632,2023-05-01 19:36:21,PayPal,Delivered,"2617 Pine Pl, Amsterdam, Netherlands"
1222,356,2024-08-20 15:39:53,credit card,Delivered,"8883 High Dr, Houston, United States"
1223,934,2023-05-06 22:59:59,credit card,Delivered,"3205 Garden Dr, Munich, Germany"
1224,331,2024-04-06 18:19:16,PayPal,Delivered,"7766 Garden St, Glasgow, United Kingdom"
1225,537,2024-08-31 07:30:30,credit card,Delivered,"8545 Park Ave, Eindhoven, Netherlands"
1226,603,2022-08-12 23:09:14,Bank Transfer,Delivered,"1118 Cedar Blvd, Manchester, United Kingdom"
1227,575,2023-01-21 16:07:33,Apple Pay,Delivered,"1406 Park Rd, Amsterdam, Netherlands"
1228,1087,2024-03-09 05:40:41,Bank Transfer,Cancelled,"5415 Oak Dr, Krakow, Poland"
1229,758,2024-05-02 01:49:53,credit card,Delivered,"6342 Sunset Dr, Paris, France"
1230,306,2024-09-03 11:11:40,Bank Transfer,Delivered,"4175 Cedar St, Seattle, United States"
1231,819,2024-01-05 11:30:04,credit card,Delivered,"678 Cedar Ln, Houston, United States"
1232,464,2024-04-13 20:19:24,credit card,Shipped,"8743 Lake Blvd, New York, United States"
1233,404,2022-02-26 06:51:39,credit card,Delivered,"9012 Main Way, Krakow, Poland"
1234,278,2024-11-17 20:13:52,credit card,Delivered,"214 Queen Pl, Wroclaw, Poland"
1235,354,2022-09-23 21:35:35,Apple Pay,Delivered,"1667 Station Rd, Milan, Italy"
1236,982,2024-02-29 17:04:31,credit card,Delivered,"9086 Park St, Munich, Germany"
1237,1187,2022-08-14 07:49:03,credit card,Delivered,"4255 High Ave, Utrecht, Netherlands"
1238,1196,2024-01-02 18:19:19,Apple Pay,Delivered,"2787 River Dr, New York, United States"
1239,446,2022-04-29 02:30:07,credit card,Delivered,"8214 Pine Ave, London, United Kingdom"
1240,730,2024-01-31 18:40:54,Bank Transfer,Delivered,"5861 Elm Way, Milan, Italy"
1241,1057,2024-06-29 19:43:06,credit card,Delivered,"1262 River Way, Nantes, France"
1242,1147,2024-09-22 23:12:16,credit card,Delivered,"1173 Main Blvd, London, United Kingdom"
1243,737,2023-07-08 14:25:46,Apple Pay,Delivered,"4881 Station Pl, Poznan, Poland"
1244,928,2024-03-12 15:12:03,credit card,Cancelled,"2055 Park Pl, Malaga, Spain"
1245,353,2022-02-09 05:55:19,PayPal,Delivered,"2816 Cedar Pl, Nantes, France"
1246,353,2023-05-21 04:28:56,credit card,Delivered,"4675 Main Way, Nantes, France"
1247,885,2023-03-16 22:14:29,credit card,Delivered,"5197 Pine Ln, Paris, France"
1248,291,2022-03-09 22:55:48,credit card,Cancelled,"4585 Oak Ave, Dresden, Germany"
1249,632,2023-02-20 21:34:12,credit card,Delivered,"5022 Maple Way, Malaga, Spain"
1250,537,2024-03-28 10:52:09,credit card,Delivered,"6231 Cedar Rd, Wroclaw, Poland"
1251,679,2024-11-17 11:12:58,Bank Transfer,Delivered,"9980 Lake Rd, Berlin, Germany"
1252,892,2023-02-14 00:17:22,credit card,Delivered,"2632 Garden Rd, Lodz, Poland"
1253,330,2023-03-25 12:39:55,credit card,Delivered,"6346 Sunset Dr, Poznan, Poland"
1254,649,2024-05-11 16:33:11,credit card,Delivered,"8097 Main Blvd, Liverpool, United Kingdom"
1255,1192,2024-03-16 05:39:25,Apple Pay,Delivered,"6301 Queen Rd, Krakow, Poland"
1256,1009,2022-11-08 11:12:23,Apple Pay,Delivered,"7349 Willow Dr, Warsaw, Poland"
1257,986,2023-05-13 08:35:59,PayPal,Delivered,"5845 Queen St, Cologne, Germany"
1258,472,2024-06-11 04:20:59,Apple Pay,Delivered,"2177 Birch Pl, Phoenix, United States"
1259,1128,2023-01-17 20:39:00,credit card,Delivered,"5363 King Dr, Birmingham, United Kingdom"
1260,787,2023-02-25 23:45:59,credit card,Delivered,"8098 Maple Blvd, Manchester, United Kingdom"
1261,376,2024-05-05 04:38:49,PayPal,Delivered,"5600 Birch Ln, Lyon, France"
1262,895,2024-09-20 06:36:39,PayPal,Delivered,"9069 Pine Ave, Manchester, United Kingdom"
1263,1030,2024-11-09 05:59:14,credit card,Delivered,"4259 Garden Rd, Frankfurt, Germany"
1264,842,2022-04-29 16:32:49,credit card,Delivered,"9147 Park Way, Amsterdam, Netherlands"
1265,1074,2022-10-10 09:08:56,Apple Pay,Delivered,"4120 Birch Pl, Warsaw, Poland"
1266,248,2022-12-27 16:37:21,Bank Transfer,Delivered,"6641 Cedar Ln, Dresden, Germany"
1267,766,2024-01-17 19:38:00,credit card,Delivered,"4289 High Way, Seattle, United States"
1268,865,2024-01-25 18:48:19,PayPal,Delivered,"878 Queen Dr, Paris, France"
